"Song_Title","Band","Album_Name","Year_of_First_Release","Single","Writers","Track_Number","Song_Duration","Record_Label","Key","Mode","Loudness","Tempo","Acousticness","Danceability","Energy","Instrumentalness","Liveness","Speechiness","Valence","Genres","Styles","Moods","Themes","British_Charts","UK_Debut_Date","UK_Peak_Pos","UK_Chart_Weeks","US_100","US_Debut_Date","US_Peak_Pos","US_Chart_Weeks","Year","AUS","CAN","GER","NLD","NZ","SWE","SWI","Certifications"
"Evil Walks","AC/DC","For Those About to Rock We Salute You","1981","No","Brian Johnson, Angus Young, Malcolm Young","5","04:23","Epic",9,1,-4.642,100.427,1.43e-05,0.478,0.886,0.6,0.0793,0.0354,0.488,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fire Your Guns","AC/DC","The Razor's Edge","1990","No","Angus Young, Malcolm Young","2","02:53","Epic",9,1,-3.284,98.879,0.00135,0.551,0.96,6.54e-06,0.0941,0.0508,0.515,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"First Blood","AC/DC","Fly on the Wall","1985","No","Brian Johnson, Angus Young, Malcolm Young","3","03:46","Legacy / Epic",7,0,-4.183,116.897,0.0209,0.461,0.948,0.144,0.195,0.0675,0.297,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Flick Of The Switch","AC/DC","Flick of the Switch","1983","Yes","Brian Johnson, Angus Young, Malcolm Young","3","03:13","Legacy / Epic",2,1,-4.429,129.483,3.32e-05,0.442,0.906,0.144,0.088,0.0391,0.705,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fling Thing","AC/DC","Backtracks","1976","No","Trad. arr. AC/DC","3","02:00",NA,8,1,-9.627,133.431,0.108,0.497,0.544,0.524,0.129,0.0333,0.264,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fly On The Wall","AC/DC","Fly on the Wall","1985","No","Brian Johnson, Angus Young, Malcolm Young","1","03:44","Legacy / Epic",2,1,-4.441,127.008,0.00118,0.322,0.92,0.47,0.289,0.0574,0.347,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"For Those About To Rock (We Salute You)","AC/DC","For Those About to Rock We Salute You","1981","Yes","Brian Johnson, Angus Young, Malcolm Young","1","05:44","Epic",4,1,-5.704,132.885,0.000341,0.371,0.909,0.508,0.0894,0.101,0.48,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","Yes","28 Dec 2017","90","1","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Furor","AC/DC","Ballbreaker","1995","No","Angus Young, Malcolm Young","3","04:10","EastWest",7,1,-5.515,97.861,0.000138,0.491,0.714,0.529,0.2,0.0266,0.26,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Scary Music, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Get It Hot","AC/DC","Highway to Hell","1979","No","Bon Scott, Angus Young, Malcolm Young","7","02:34","Legacy / Epic",3,1,-4.635,129.855,0.000514,0.648,0.831,0.564,0.0951,0.0329,0.834,"Pop/Rock","Aussie Rock, Hard Rock, Heavy Metal, Album Rock, Arena Rock","Fun, Rebellious, Rousing, Tough, Raucous, Snide, Nihilistic, Brash","Guys Night Out, Cool & Cocky, Mischief, Partying, Road Trip, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Gimme A Bullet","AC/DC","Powerage","1978","No","Bon Scott, Angus Young, Malcolm Young","3","03:21","Epic",1,1,-4.217,125.737,0.0058,0.605,0.924,0.615,0.0542,0.0338,0.919,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, In Love, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Girls Got Rhythm","AC/DC","Highway to Hell","1979","Yes","Bon Scott, Angus Young, Malcolm Young","2","03:23","Legacy / Epic",4,0,-4.267,137.794,0.0513,0.512,0.979,0.00102,0.358,0.156,0.535,"Pop/Rock","Aussie Rock, Heavy Metal, Album Rock, Arena Rock, Hard Rock","Aggressive, Fun, Gleeful, Raucous, Rebellious, Reckless, Rousing, Rowdy, Sexual, Sleazy, Tough, Snide, Nihilistic, Brash","Guys Night Out, Cool & Cocky, Mischief, Road Trip, Sex, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Give It Up","AC/DC","Stiff Upper Lip","2000","No","Angus Young, Malcolm Young","12","03:55","EastWest",7,1,-3.859,129.616,0.0069,0.547,0.722,0.000113,0.064,0.0317,0.92,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Motivation, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Given The Dog A Bone","AC/DC","Back in Black","1980","No","Brian Johnson, Angus Young, Malcolm Young",NA,NA,"Sony Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Fun, Rebellious, Rousing, Tough, Raucous, Snide, Nihilistic, Brash","Guys Night Out, Cool & Cocky, Mischief, Road Trip, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Go Down","AC/DC","Let There Be Rock","1977","No","Bon Scott, Angus Young, Malcolm Young","1","05:31","Epic / Sony Music",9,1,-5.378,134.84,0.0858,0.433,0.803,0.354,0.0838,0.121,0.401,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Go Zone","AC/DC","Blow Up Your Video","1988","No","Brian Johnson, Angus Young, Malcolm Young","4","04:26","Legacy / Epic",2,1,-5.41,100.493,0.00331,0.499,0.763,0.0111,0.226,0.0359,0.38,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Motivation, Sex, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Gone Shootin'","AC/DC","Powerage","1978","No","Bon Scott, Angus Young, Malcolm Young","7","05:05","Epic",11,1,-5.442,121.475,0.00306,0.696,0.593,0.762,0.115,0.0349,0.385,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, In Love, Reminiscing, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Goodbye And Good Riddance To Bad Luck","AC/DC","The Razor's Edge","1990","No","Angus Young, Malcolm Young","11","03:13","Epic",2,1,-4.483,202.798,0.0392,0.417,0.741,1.44e-06,0.102,0.0699,0.572,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Got Some Rock & Roll Thunder","AC/DC","Rock or Bust","2014","No","Angus Young, Malcolm Young","6","03:22","Columbia",2,1,-4.352,107.572,0.000157,0.626,0.833,0.000717,0.0608,0.0285,0.863,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Got You By The Balls","AC/DC","The Razor's Edge","1990","No","Angus Young, Malcolm Young","8","04:30","Epic",9,1,-3.449,96.966,0.00212,0.622,0.757,1.91e-06,0.092,0.0246,0.825,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Guns For Hire","AC/DC","Flick of the Switch","1983","Yes","Brian Johnson, Angus Young, Malcolm Young","6","03:24","Legacy / Epic",9,1,-3.759,128.427,0.00331,0.49,0.902,0.354,0.0695,0.0493,0.825,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","Yes","29 Oct 1983","37","4","Yes","10.01.83","84","5","-","-","-","-","-","-","-","-","-"
"Hail Caesar","AC/DC","Ballbreaker","1995","Yes","Angus Young, Malcolm Young","7","05:14","EastWest",9,1,-7.921,125.167,0.0026,0.475,0.639,0.0163,0.15,0.0421,0.656,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","Yes","11 May 1996","56","2","No","-","-","-","1996","92","-","-","-","-","-","-","-"
"Hard As A Rock","AC/DC","Ballbreaker","1995","Yes","Angus Young, Malcolm Young","1","04:31","EastWest",4,1,-5.642,116.322,0.0018,0.481,0.724,0.177,0.11,0.0324,0.2,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","Yes","30 Sep 1995","33","2","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Hard Times","AC/DC","Rock or Bust","2014","No","Angus Young, Malcolm Young","7","02:44","Columbia",9,1,-4.362,93.095,5.64e-05,0.57,0.758,0.0304,0.448,0.036,0.451,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Have A Drink On Me","AC/DC","Back in Black","1980","No","Brian Johnson, Angus Young, Malcolm Young","8","03:58","Sony Music",2,1,-5.166,122.424,0.00167,0.421,0.889,0.00838,0.654,0.0545,0.424,"Pop/Rock","Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Fun, Rebellious, Rousing, Tough, Raucous, Snide, Nihilistic, Brash","Drinking, Guys Night Out, Cool & Cocky, Mischief, Road Trip, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Heatseeker","AC/DC","Blow Up Your Video","1988","Yes","Brian Johnson, Angus Young, Malcolm Young","1","03:50","Legacy / Epic",8,1,-5.049,159.991,0.00225,0.372,0.873,0.137,0.0638,0.0426,0.481,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","Yes","16 Jan 1988","12","6","No","-","-","-","1988","5","79","26","82","29","7","15","-"
"Hell Ain't A Bad Place To Be","AC/DC","Let There Be Rock","1977","No","Bon Scott, Angus Young, Malcolm Young","7","04:14","Epic / Sony Music",9,1,-5.284,128.056,0.181,0.604,0.737,0.0146,0.346,0.175,0.417,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Arena Rock, Heavy Metal","Energetic, Outrageous, Rambunctious, Brash, Greasy, Gritty, Aggressive, Angry, Boisterous, Fiery, Playful, Rebellious, Tough, Harsh, Hedonistic, Intense, Raucous, Reckless, Rousing, Confident, Rowdy, Visceral","Cool & Cocky, Drinking, Freedom, Guys Night Out, Road Trip, Sex, TGIF, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Hell Or High Water","AC/DC","Fly on the Wall","1985","No","Brian Johnson, Angus Young, Malcolm Young","8","04:32","Legacy / Epic",9,1,-5.096,116.395,0.00208,0.405,0.965,0.225,0.164,0.0734,0.474,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Hells Bells","AC/DC","Back in Black","1980","Yes","Brian Johnson, Angus Young, Malcolm Young","1","05:12","Sony Music",4,0,-4.733,107.677,0.00562,0.392,0.887,0.00821,0.141,0.0463,0.282,"Pop/Rock","Album Rock, Arena Rock, Aussie Rock, Heavy Metal, Hard Rock","Fun, Menacing, Rebellious, Rousing, Dramatic, Raucous, Snide, Tough, Aggressive, Angry, Nihilistic, Tense/Anxious, Brash, Ominous, Threatening","Guys Night Out, Cool & Cocky, Mischief, Road Trip, TGIF, Scary Music, Violence, Fear","No","-","-","-","No","-","-","-","1980","-","-","25","-","-","-","61","GER: Gold[37]
UK: Silver[27]
US: Platinum[28]"
"High Voltage","AC/DC","High Voltage","1975","Yes","Bon Scott, Angus Young, Malcolm Young","9","04:03","Legacy / Epic / Sony Music",9,1,-4.973,137.153,0.0282,0.561,0.785,0.451,0.0615,0.0629,0.546,"Pop/Rock","Aussie Rock, Hard Rock, Heavy Metal, Album Rock, Arena Rock","Energetic, Outrageous, Rambunctious, Brash, Greasy, Gritty, Aggressive, Angry, Boisterous, Fiery, Playful, Rebellious, Tough, Harsh, Hedonistic, Intense, Raucous, Reckless, Rousing, Rowdy, Confident, Visceral","Cool & Cocky, Freedom, Guys Night Out, In Love, Motivation, Road Trip, TGIF, Victory","Yes","28 Jun 1980","48","3","No","-","-","-","1975","10","-","-","-","-","-","-","-"
"Highway To Hell","AC/DC","Highway to Hell","1979","Yes","Bon Scott, Angus Young, Malcolm Young","1","03:28","Legacy / Epic",6,0,-4.793,115.728,0.061,0.574,0.913,0.00158,0.156,0.133,0.423,"Pop/Rock","Hard Rock, Aussie Rock, Heavy Metal, Album Rock, Arena Rock, Blues-Rock","Fun, Rebellious, Rousing, Tough, Raucous, Snide, Nihilistic, Brash","Guys Night Out, Cool & Cocky, Mischief, Road Trip, TGIF","Yes","01 Dec 2012","4","4","Yes","10.13.79","47","10","-","-","-","-","-","-","-","-","-"
"Hold Me Back","AC/DC","Stiff Upper Lip","2000","No","Angus Young, Malcolm Young","4","03:59","EastWest",0,1,-5.259,115.845,0.0449,0.731,0.659,0.212,0.107,0.0391,0.931,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Partying, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Honey Roll","AC/DC","Ballbreaker","1995","No","Angus Young, Malcolm Young","5","05:34","EastWest",9,1,-6.781,180.773,0.00185,0.301,0.675,0.0165,0.113,0.034,0.526,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Freedom, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"House Of Jazz","AC/DC","Stiff Upper Lip","2000","No","Angus Young, Malcolm Young","3","03:56","EastWest",9,1,-4.976,85.762,0.0178,0.615,0.567,0.0814,0.227,0.0321,0.632,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Dramatic, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Motivation, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"If You Dare","AC/DC","The Razor's Edge","1990","No","Angus Young, Malcolm Young","12","03:18","Epic",7,1,-3.374,91.841,0.00586,0.45,0.848,0.000358,0.0764,0.037,0.621,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"If You Want Blood (You've Got It)","AC/DC","Highway to Hell","1979","No","Bon Scott, Angus Young, Malcolm Young","8","04:36","Legacy / Epic",2,1,-4.001,141.243,0.0311,0.487,0.932,0.149,0.43,0.117,0.54,"Pop/Rock","Aussie Rock, Hard Rock, Heavy Metal, Album Rock, Arena Rock","Fun, Rebellious, Rousing, Tough, Raucous, Snide, Nihilistic, Brash","Guys Night Out, Cool & Cocky, Mischief, Motivation, Road Trip, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Inject The Venom","AC/DC","For Those About to Rock We Salute You","1981","No","Brian Johnson, Angus Young, Malcolm Young","4","03:30","Epic",4,0,-4.592,177.225,0.00019,0.272,0.907,0.0393,0.186,0.0707,0.564,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"It's A Long Way To The Top (If You Wanna Rock 'N' Roll)","AC/DC","High Voltage","1975","Yes","Bon Scott, Angus Young, Malcolm Young","1","05:16","Legacy / Epic / Sony Music",3,1,-3.551,135.962,0.133,0.456,0.863,0.0538,0.0553,0.0894,0.532,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Arena Rock, Heavy Metal","Irreverent, Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Road Trip, TGIF","Yes","28 Jun 1980","55","3","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Jack","AC/DC","High Voltage","1975","No","Bon Scott, Angus Young, Malcolm Young","3","05:52","Legacy / Epic / Sony Music",9,1,-6.297,112.326,0.0094,0.646,0.473,0.000337,0.195,0.0619,0.367,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Arena Rock, Heavy Metal","Irreverent, Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Jailbreak","AC/DC","Dirty Deeds Done Dirt Cheap","1976","Yes","Bon Scott, Angus Young, Malcolm Young",NA,NA,"Legacy / Epic / Sony Music",9,1,-7.768,62.612,0.00304,0.22,0.916,0.489,0.976,0.0812,0.124,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","1976","10","-","-","-","-","-","-","-"
"Kicked In The Teeth","AC/DC","Powerage","1978","No","Bon Scott, Angus Young, Malcolm Young","9","03:53","Epic",9,1,-4.711,160.779,0.000781,0.266,0.817,0.0795,0.0759,0.0779,0.311,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Feeling Blue, Guys Night Out, In Love, Jealousy, Regret, Reminiscing, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Kick You When You're Down","AC/DC","Power Up","2020","No","Angus Young, Malcolm Young","5","03:10","Columbia",0,1,-4.515,110.013,8.32e-05,0.675,0.93,0.000454,0.315,0.0319,0.778,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Kissin' Dynamite","AC/DC","Blow Up Your Video","1988","No","Brian Johnson, Angus Young, Malcolm Young","5","03:58","Legacy / Epic",11,0,-5.982,122.324,0.00136,0.469,0.843,0.0334,0.0696,0.0409,0.298,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, Motivation, Sex, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Landslide","AC/DC","Flick of the Switch","1983","No","Brian Johnson, Angus Young, Malcolm Young","5","03:57","Legacy / Epic",2,1,-4.162,118.998,3.48e-05,0.486,0.967,0.772,0.317,0.0609,0.511,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Let Me Put My Love Into You","AC/DC","Back in Black","1980","No","Brian Johnson, Angus Young, Malcolm Young","5","04:15","Sony Music",9,1,-4.385,105.659,0.115,0.4,0.902,0.000116,0.139,0.0523,0.632,"Pop/Rock","Aussie Rock, Hard Rock, Heavy Metal, Arena Rock, Blues-Rock","Fun, Rebellious, Rousing, Tough, Raucous, Snide, Nihilistic, Brash","Guys Night Out, Cool & Cocky, Mischief, Road Trip, Sex, TGIF","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Let There Be Rock","AC/DC","Let There Be Rock","1977","Yes","Bon Scott, Angus Young, Malcolm Young","3","06:06","Epic / Sony Music",11,0,-5.809,182.364,0.000209,0.332,0.725,0.607,0.0767,0.116,0.422,"Pop/Rock","Arena Rock, Album Rock, Aussie Rock, Hard Rock","Hedonistic, Playful, Trashy, Boisterous, Energetic, Raucous, Sleazy, Aggressive, Brash, Freewheeling, Humorous","Guys Night Out, Cool & Cocky, Late Night, Drinking, Partying","No","-","-","-","No","-","-","-","1977","82","-","-","-","-","-","-","-"
"Let's Get It Up","AC/DC","For Those About to Rock We Salute You","1981","Yes","Brian Johnson, Angus Young, Malcolm Young","3","03:54","Epic",9,1,-4.173,108.927,0.000702,0.514,0.904,0.0334,0.0815,0.0634,0.682,"Pop/Rock","Album Rock, Aussie Rock, Hard Rock, Heavy Metal, Arena Rock","Rebellious, Aggressive, Boisterous, Outrageous, Playful, Rambunctious, Raucous, Reckless, Rousing, Tough, Brash, Confident, Rowdy, Visceral","Cool & Cocky, Guys Night Out, TGIF","Yes","06 Feb 1982","13","6","Yes","01.16.82","44","9","1981","73","9","33","-","-","18","-","-"
